first_word	ensemble_pred	ensemble_conf	n_encoders_voting	gt_modal	gt_total_emits	jsd_vs_gt	similarity	argmax_matches_gt_modal	total_emit_count	is_claude	ensemble_p_HP-D	ensemble_p_HP-S	ensemble_p_LP	ensemble_p_NP	ensemble_p_HN-D	ensemble_p_HN-S	ensemble_p_LN	ensemble_p_NB	ensemble_p_HB	gt_p_HP-D	gt_p_HP-S	gt_p_LP	gt_p_NP	gt_p_HN-D	gt_p_HN-S	gt_p_LN	gt_p_NB	gt_p_HB	gemma_pred	gemma_conf	ministral_pred	ministral_conf	opus_pred	opus_conf
(☉‿☉)	NB	0.38	3		0				1	False	0.11	0.0524	0.1055	0.1102	0.0543	0.0305	0.0403	0.38	0.1167										NB	0.737	HB	0.187	NB	0.224
(☕~☕)	LP	0.682	3		0				1	False	0.0573	0.0371	0.682	0.0922	0.0057	0.0066	0.0192	0.0831	0.0167										LP	0.938	LP	0.766	LP	0.342
(☕˶◕‿◕˶)	LP	0.6893	3		0				1	False	0.0447	0.0566	0.6893	0.1438	0.0019	0.0018	0.0129	0.0467	0.0023										LP	0.99	LP	0.656	LP	0.422
(☕‿)	LP	0.6533	3		0				1	False	0.0893	0.0494	0.6533	0.09	0.0044	0.0035	0.0141	0.0858	0.0101										LP	0.992	LP	0.682	LP	0.286
(☕‿‿‿)	LP	0.5238	3		0				2	False	0.0437	0.0229	0.5238	0.0945	0.0159	0.0189	0.0645	0.1671	0.0488										LP	0.998	LP	0.314	NB	0.307
(☕‿☕)	LP	0.5862	3	LP	4	0.1707	0.7537	True	4	False	0.1005	0.055	0.5862	0.1115	0.0119	0.0108	0.0312	0.0748	0.0181	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	LP	0.997	LP	0.462	LP	0.299
(☕☁)	LP	0.7265	3		0				1	False	0.0192	0.0188	0.7265	0.0869	0.0062	0.0141	0.0285	0.0823	0.0175										LP	1.0	LP	0.8	LP	0.379
(☕✿✿☕)	LP	0.4279	3		0				1	False	0.1611	0.1738	0.4279	0.0955	0.0145	0.014	0.0394	0.0592	0.0147										LP	0.639	HP-D	0.415	LP	0.383
(☕・ω・)	LP	0.4493	3		0				1	False	0.0573	0.0345	0.4493	0.0992	0.1513	0.0221	0.0199	0.1418	0.0248										LP	0.469	LP	0.597	NB	0.301
(☞‿☞)	HP-D	0.5439	3		0				2	False	0.5439	0.0711	0.059	0.096	0.0383	0.0063	0.0482	0.0967	0.0404										HP-D	0.999	NB	0.23	HP-D	0.533
(☞ﾟヮﾟ)	HP-D	0.3204	3	HN-S	5	0.4466	0.3557	False	5	False	0.3204	0.3059	0.0853	0.0945	0.0193	0.009	0.0286	0.0989	0.0381	0.0	0.0	0.2	0.0	0.0	0.4	0.2	0.2	0.0	HP-S	0.621	NB	0.272	HP-D	0.429
(♡^▽^♡)	HP-S	0.2861	3		0				0	False	0.1129	0.2861	0.2073	0.2545	0.0086	0.0297	0.0245	0.0535	0.023										HP-S	0.448	LP	0.241	HP-S	0.36
(♡˃͈̑‿	HP-S	0.432	3		0				1	True	0.0532	0.432	0.2232	0.1419	0.0143	0.0132	0.032	0.0601	0.0302										HP-S	0.989	LP	0.255	LP	0.415
(♡˙︶˙♡)	NP	0.3121	3		0				2	True	0.0351	0.2044	0.29	0.3121	0.0199	0.0122	0.0703	0.0383	0.0178										NP	0.512	LP	0.213	LP	0.542
(♡‿♡)	NP	0.3056	3	HP-S	10	0.242	0.6509	False	10	True	0.0479	0.2408	0.228	0.3056	0.0248	0.029	0.0529	0.0467	0.0244	0.0	0.8	0.0	0.2	0.0	0.0	0.0	0.0	0.0	NP	0.544	NP	0.173	LP	0.45
(⚆_⚆)	HN-S	0.2903	3		0				1	False	0.0318	0.0042	0.0043	0.0042	0.2301	0.2903	0.111	0.0492	0.2749										HB	0.437	HN-D	0.496	HN-S	0.446
(⚖)	HN-D	0.2726	3		0				1	False	0.0814	0.0456	0.1038	0.0293	0.2726	0.1373	0.0188	0.195	0.1162										HN-S	0.283	HN-D	0.713	NB	0.523
(⚠)	HN-S	0.3402	3	HP-D	4	0.4063	0.4139	False	4	False	0.0445	0.0056	0.0036	0.0043	0.2189	0.3402	0.0219	0.0938	0.2672	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	HN-S	0.37	HN-S	0.364	HN-S	0.286
(✈)	NB	0.588	3		0				2	False	0.0735	0.033	0.054	0.0362	0.0269	0.0252	0.0181	0.588	0.1452										NB	0.759	NB	0.591	NB	0.414
(✈⚡)	NB	0.2948	3		0				1	False	0.1208	0.0699	0.0281	0.0327	0.096	0.1425	0.0113	0.2948	0.2039										NB	0.505	HB	0.376	HP-S	0.182
(✌)	HP-D	0.301	3		0				1	False	0.301	0.0753	0.0954	0.0818	0.0039	0.0035	0.0034	0.2995	0.1363										HP-D	0.591	NB	0.516	HP-D	0.279
(✦‿✦)	HP-S	0.4361	3		0				0	False	0.128	0.4361	0.1675	0.0839	0.0068	0.0075	0.0206	0.1001	0.0495										HP-S	0.939	LP	0.254	HP-S	0.285
(✧)	HP-S	0.4197	3		0				1	False	0.0872	0.4197	0.1221	0.0956	0.0113	0.0229	0.0676	0.1108	0.0626										HP-S	0.972	NB	0.241	HP-S	0.274
(✧·∀·)	HP-S	0.4333	3		0				1	False	0.1388	0.4333	0.1078	0.0957	0.0103	0.0142	0.1061	0.0668	0.0269										HP-S	0.911	LN	0.318	HP-S	0.326
(✧ω✧)	HP-S	0.3915	3	HP-S	12	0.1282	0.8151	True	12	False	0.2464	0.3915	0.086	0.1172	0.0112	0.0125	0.0621	0.0355	0.0375	0.1667	0.75	0.0833	0.0	0.0	0.0	0.0	0.0	0.0	HP-S	0.592	NP	0.221	HP-S	0.425
(✧‿✧)	HP-D	0.2524	3		0				1	False	0.2524	0.225	0.1851	0.137	0.0235	0.0143	0.0807	0.0563	0.0257										HP-D	0.507	LN	0.242	HP-S	0.351
(✧✧)	HP-S	0.4616	3		0				1	False	0.1101	0.4616	0.1318	0.1338	0.0063	0.0113	0.0455	0.0635	0.0361										HP-S	0.913	NP	0.229	HP-S	0.359
(✧・̮・)	HP-S	0.3937	3		0				1	False	0.0961	0.3937	0.1804	0.0746	0.0149	0.0148	0.0947	0.0999	0.0309										HP-S	0.871	LN	0.284	HP-S	0.298
(✧・ω・✧)	HP-S	0.4315	3		0				1	False	0.1	0.4315	0.1531	0.1188	0.0137	0.0161	0.0667	0.0644	0.0357										HP-S	0.969	LP	0.214	HP-S	0.286
(✧・・)	HP-S	0.3429	3		0				1	False	0.1418	0.3429	0.1629	0.1074	0.0098	0.0131	0.0607	0.1092	0.0524										HP-S	0.769	LP	0.246	HP-S	0.233
(✨)	NB	0.3963	3	LP	8	0.0503	0.9274	False	8	False	0.0899	0.1647	0.1662	0.1295	0.0034	0.0034	0.008	0.3963	0.0385	0.125	0.125	0.375	0.125	0.0	0.0	0.0	0.25	0.0	NB	0.849	NB	0.258	HP-S	0.29
(✿^_^)	NB	0.3558	3		0				1	False	0.0708	0.1325	0.2099	0.2197	0.0001	0.0001	0.0044	0.3558	0.0068										NB	0.643	NB	0.381	LP	0.37
(✿´◜౪◝`✿)	LN	0.3102	3		0				1	False	0.0822	0.0811	0.2	0.1075	0.0004	0.0027	0.3102	0.195	0.0208										LN	0.857	NB	0.564	LP	0.372
(✿˃‿˂)	HP-S	0.4105	3		0				2	False	0.1151	0.4105	0.1407	0.1126	0.0029	0.0031	0.0175	0.1752	0.0223										HP-S	1.0	NB	0.506	LP	0.294
(✿‾‾)	LP	0.2474	3		0				1	False	0.1589	0.1061	0.2474	0.1129	0.082	0.007	0.0178	0.228	0.0398										LP	0.273	NB	0.477	LP	0.391
(✿‿‿‿)	LP	0.3969	3		0				2	False	0.1755	0.0314	0.3969	0.1343	0.0034	0.0039	0.0227	0.1988	0.0331										LP	0.619	NB	0.407	LP	0.417
(✿‿❀)	LP	0.3853	3	HP-S	3	0.5511	0.2049	False	3	False	0.1062	0.0796	0.3853	0.1813	0.0002	0.0004	0.0155	0.2127	0.0188	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	LP	0.602	NB	0.367	LP	0.45
(✿‿・̀)	HP-D	0.2621	3		0				1	False	0.2621	0.0993	0.2294	0.1338	0.0036	0.0047	0.0237	0.2053	0.038										HP-D	0.441	NB	0.484	LP	0.34
(✿╹‿╹)	NB	0.2782	3	NB	23	0.0529	0.9237	True	23	False	0.1237	0.1696	0.2188	0.147	0.0011	0.0013	0.0219	0.2782	0.0384	0.1304	0.087	0.2174	0.087	0.087	0.0435	0.0435	0.2609	0.0435	NB	0.415	NB	0.377	LP	0.362
(✿▽✿)	HP-S	0.3197	3		0				1	False	0.0906	0.3197	0.2221	0.2237	0.0004	0.0006	0.0109	0.1184	0.0136										HP-S	0.593	NB	0.304	LP	0.37
(✿◕‿◕)	HP-S	0.3579	3	HP-D	11	0.3284	0.5262	False	11	True	0.0521	0.3579	0.1958	0.1488	0.0006	0.0006	0.0072	0.2048	0.0322	0.3636	0.0	0.0	0.2727	0.0	0.0	0.0909	0.0909	0.1818	HP-S	0.834	NB	0.52	LP	0.409
(✿◕‿◕✿)	HP-S	0.4051	3	LP	4	0.1581	0.7719	False	4	True	0.0658	0.4051	0.1732	0.1828	0.0011	0.0007	0.0119	0.1362	0.0232	0.0	0.25	0.5	0.0	0.0	0.0	0.0	0.25	0.0	HP-S	0.882	NB	0.383	LP	0.419
(✿◠‿◠)	LP	0.4219	3	LP	153	0.0316	0.9544	True	153	False	0.0579	0.1134	0.4219	0.2031	0.0003	0.0003	0.0087	0.1802	0.0142	0.0784	0.2288	0.281	0.2353	0.0	0.0131	0.0261	0.1046	0.0327	LP	0.648	NB	0.436	LP	0.463
(✿◠‿�	LP	0.4312	3		0				2	False	0.0666	0.083	0.4312	0.1833	0.0003	0.0004	0.0108	0.2068	0.0176										LP	0.675	NB	0.414	LP	0.45
(✿・̀ㅁ・́)	NB	0.2781	3		0				0	False	0.04	0.2216	0.0893	0.032	0.1992	0.0413	0.0258	0.2781	0.0727										HP-S	0.561	NB	0.683	HN-D	0.225
(✿ﾟ▽	HP-S	0.4227	3		0				1	True	0.0785	0.4227	0.1561	0.1308	0.0022	0.0029	0.0244	0.151	0.0314										HP-S	1.0	NB	0.431	LP	0.368
(❀‿❀)	LP	0.281	3		0				1	False	0.0585	0.23	0.281	0.1672	0.011	0.009	0.213	0.0285	0.0019										HP-S	0.419	LN	0.639	LP	0.4
(❁´‿`❁)	NP	0.2899	3		0				1	False	0.0337	0.1767	0.2105	0.2899	0.007	0.0067	0.2434	0.0288	0.0033										NP	0.568	LN	0.73	LP	0.463
(❄)	NB	0.2684	3		0				2	False	0.0395	0.1201	0.1009	0.043	0.2245	0.0508	0.0951	0.2684	0.0577										NB	0.392	HN-D	0.626	NB	0.303
(❓)	HB	0.4561	3		0				2	False	0.0579	0.0057	0.0066	0.0064	0.0293	0.054	0.0453	0.3387	0.4561										NB	0.806	HB	0.694	HB	0.638
(❤)	LP	0.2471	3	LN	6	0.4689	0.3235	False	6	False	0.0242	0.1399	0.2471	0.2348	0.0094	0.0194	0.1406	0.1734	0.0111	0.0	0.0	0.0	0.0	0.0	0.3333	0.6667	0.0	0.0	NP	0.272	NB	0.492	LP	0.462
(⸜ััૅ౪⸝ัั�	HP-S	0.2561	3		0				1	False	0.1699	0.2561	0.1178	0.1517	0.0245	0.014	0.0217	0.1506	0.0936										HP-S	0.547	NB	0.41	HP-D	0.353
"(⸜�//
⸝̫⸝)"	HP-S	0.3885	3		0				1	False	0.0718	0.3885	0.1903	0.0697	0.0043	0.0239	0.0129	0.1354	0.1029										HP-S	0.986	NB	0.382	LP	0.401
(⸝⸜・ᵔ・⸝�	NP	0.2036	3		0				1	False	0.0776	0.1663	0.1629	0.2036	0.013	0.0135	0.1484	0.1144	0.1002										HP-S	0.42	HB	0.255	LP	0.415
(　´∀`)	NB	0.2834	3		0				2	False	0.129	0.1775	0.2257	0.1382	0.0016	0.0049	0.02	0.2834	0.0196										NB	0.562	HP-S	0.354	LP	0.356
(　´∀`　)	LP	0.473	3	HN-S	4	0.5964	0.1395	False	4	False	0.0481	0.2083	0.473	0.1479	0.0008	0.0028	0.0105	0.1002	0.0084	0.25	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.0	LP	0.911	HP-S	0.41	LP	0.405
(〃¬‿¬〃)	HP-D	0.3275	3		0				1	False	0.3275	0.0679	0.2177	0.0796	0.0332	0.0184	0.0128	0.0802	0.1628										HP-D	0.532	LP	0.431	HP-D	0.4
(〃°ω°〃)	HB	0.2533	3		0				1	False	0.0875	0.2069	0.1724	0.0996	0.0081	0.0403	0.0272	0.1047	0.2533										HB	0.56	NB	0.292	LP	0.326
(〃´ω`〃)	LP	0.3225	3		0				1	False	0.05	0.077	0.3225	0.1147	0.0063	0.0614	0.0707	0.1357	0.1617										HB	0.38	NB	0.363	LP	0.439
(〃´д`)	HN-S	0.2667	3		0				1	False	0.0357	0.0248	0.0448	0.0476	0.1385	0.2667	0.1395	0.0999	0.2025										HN-S	0.437	NB	0.269	LN	0.303
(〃ω〃)	HP-D	0.3831	3		0				1	False	0.3831	0.1008	0.1937	0.1085	0.0104	0.0288	0.0356	0.0873	0.0519										HP-D	0.983	NB	0.238	LP	0.395
(〃∇〃)	HP-S	0.3195	3		0				1	False	0.1942	0.3195	0.1909	0.1139	0.0057	0.0188	0.0231	0.0933	0.0405										HP-S	0.601	NB	0.257	LP	0.318
(〃▽〃)	HP-D	0.2804	3	HP-D	3	0.2453	0.6461	True	3	False	0.2804	0.2337	0.1756	0.1409	0.0052	0.0174	0.0241	0.0845	0.0381	0.3333	0.3333	0.0	0.0	0.0	0.0	0.3333	0.0	0.0	HP-D	0.646	NB	0.253	LP	0.319
(〃▿〃)	HP-D	0.3544	3		0				1	False	0.3544	0.135	0.1959	0.131	0.0071	0.0219	0.0357	0.0796	0.0394										HP-D	0.921	NB	0.215	LP	0.354
(〃・ω・)	HB	0.3725	3		0				1	True	0.0397	0.0685	0.1984	0.123	0.0067	0.0139	0.0189	0.1584	0.3725										HB	0.996	NB	0.358	LP	0.395
(〃＾▽＾〃)	HP-S	0.2833	3		0				1	False	0.1376	0.2833	0.197	0.2019	0.0085	0.022	0.0165	0.0968	0.0364										HP-S	0.446	LP	0.286	HP-S	0.346
(〃ﾟ3ﾟ〃)	HP-D	0.345	3	HN-D	3	0.5487	0.2083	False	3	False	0.345	0.1228	0.2112	0.1039	0.0226	0.0307	0.0283	0.0785	0.0569	0.0	0.0	0.0	0.0	0.3333	0.3333	0.3333	0.0	0.0	HP-D	0.83	LP	0.249	LP	0.385
(〃￣ω￣〃)	HP-D	0.3775	3		0				1	False	0.3775	0.06	0.2409	0.1077	0.009	0.0175	0.0186	0.1135	0.0553										HP-D	0.86	NB	0.283	LP	0.391
(゚ペ)	NB	0.3031	3		0				0	False	0.2411	0.0193	0.0835	0.0477	0.0227	0.0364	0.0368	0.3031	0.2092										HP-D	0.658	NB	0.453	HB	0.531
(゜∇゜)	NB	0.4642	3		0				0	False	0.1043	0.134	0.1184	0.0813	0.0038	0.0093	0.0105	0.4642	0.0744										NB	0.763	NB	0.483	HP-S	0.23
(ノಠ益ಠ)	HN-D	0.645	3		0				1	True	0.043	0.0108	0.0141	0.0346	0.645	0.0729	0.073	0.0451	0.0615										HN-D	0.991	LN	0.219	HN-D	0.845
(ノ◕ヮ◕)	HP-S	0.4861	3	HP-S	37	0.1789	0.7419	True	37	True	0.1128	0.4861	0.093	0.0868	0.0049	0.0087	0.0163	0.1623	0.029	0.0	0.8919	0.0	0.1081	0.0	0.0	0.0	0.0	0.0	HP-S	0.995	NB	0.463	HP-S	0.405
(ノ゜-゜)	HN-S	0.2909	3		0				1	False	0.0633	0.0781	0.0815	0.087	0.0466	0.2909	0.0898	0.1659	0.0968										HN-S	0.79	NB	0.223	NB	0.275
(・	NB	0.3035	3		0				0	False	0.0487	0.0307	0.1024	0.0649	0.0231	0.097	0.0493	0.3035	0.2805										HB	0.576	NB	0.373	NB	0.343
(・_・)	NB	0.5889	3	NB	174	0.041	0.9409	True	174	True	0.0257	0.0114	0.05	0.0362	0.0246	0.0341	0.0694	0.5889	0.1597	0.0747	0.023	0.0172	0.0	0.0632	0.0977	0.092	0.5287	0.1034	NB	0.827	NB	0.369	NB	0.57
(・_・;)	HB	0.4333	3	HB	125	0.0809	0.8834	True	125	True	0.0273	0.0032	0.0201	0.0163	0.058	0.2371	0.097	0.1077	0.4333	0.08	0.0	0.0	0.0	0.0	0.136	0.016	0.256	0.512	HB	0.737	LN	0.233	HB	0.407
(・_・;?	HB	0.5223	3		0				1	False	0.0282	0.0057	0.0216	0.0151	0.044	0.188	0.0796	0.0956	0.5223										HB	0.916	HN-S	0.271	HB	0.506
(・_・;?)	HB	0.5581	3		0				1	False	0.0299	0.0053	0.0274	0.017	0.0411	0.1143	0.0829	0.124	0.5581										HB	0.975	LN	0.219	HB	0.529
(・_・?)	HB	0.6102	3	NB	21	0.2149	0.69	False	21	True	0.0292	0.0063	0.0376	0.0191	0.0217	0.0499	0.0499	0.1761	0.6102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7619	0.2381	HB	1.0	NB	0.29	HB	0.626
(・_・ゞ−☆	HB	0.3438	3		0				0	False	0.0796	0.0462	0.1081	0.0699	0.027	0.0516	0.0409	0.2329	0.3438										HB	0.863	NB	0.486	NB	0.213
(・_・ヘ)	HB	0.4669	3		0				1	True	0.0254	0.0055	0.0431	0.0231	0.0393	0.1107	0.0999	0.1861	0.4669										HB	0.893	NB	0.342	HB	0.374
(・_・ヾ	HB	0.4701	3	HB	11	0.1017	0.8533	True	11	True	0.0298	0.0082	0.0617	0.0353	0.0277	0.0821	0.068	0.217	0.4701	0.1818	0.0	0.0	0.0	0.0	0.0909	0.0	0.2727	0.4545	HB	0.929	NB	0.378	HB	0.355
(・_・ヾ)	HB	0.4553	3		0				1	False	0.0303	0.0084	0.0614	0.0359	0.028	0.0924	0.0688	0.2195	0.4553										HB	0.929	NB	0.377	HB	0.309
(・`ω´・)	HN-D	0.2697	3		0				2	False	0.0875	0.047	0.0817	0.0554	0.2697	0.1869	0.0579	0.1349	0.0791										HN-S	0.471	NB	0.232	HN-D	0.364
(・o・)	HN-S	0.338	3		0				0	False	0.0298	0.0511	0.0681	0.0403	0.0074	0.338	0.0266	0.255	0.1837										HN-S	0.851	NB	0.44	HB	0.349
(・̀.̫・́)	HN-S	0.4067	3		0				0	False	0.0292	0.012	0.0263	0.0226	0.1733	0.4067	0.0891	0.1024	0.1384										HN-S	0.988	NB	0.211	HN-D	0.449
(・̀_・́)	HN-S	0.4068	3		0				0	False	0.0256	0.0072	0.0275	0.0228	0.1766	0.4068	0.0961	0.1547	0.0826										HN-S	0.992	LN	0.258	HN-D	0.457
(・̀ω・́	HN-S	0.3143	3		0				2	False	0.1467	0.0432	0.0423	0.0802	0.0803	0.3143	0.0509	0.1631	0.0791										HN-S	0.853	NB	0.305	HP-D	0.315
(・̀ω・́)	HN-S	0.3143	3	NB	65	0.0642	0.9073	False	65	False	0.1467	0.0432	0.0422	0.0802	0.0803	0.3143	0.051	0.163	0.0792	0.1846	0.0308	0.0769	0.1538	0.0308	0.0769	0.0615	0.2923	0.0923	HN-S	0.853	NB	0.305	HP-D	0.315
(・̀д・́)	HN-S	0.2965	3		0				2	False	0.0301	0.0108	0.035	0.0272	0.2937	0.2965	0.0911	0.1145	0.101										HN-S	0.71	NB	0.248	HN-D	0.541
(・̀‿-)	HN-S	0.268	3		0				0	False	0.1576	0.0842	0.1275	0.0961	0.0331	0.268	0.0514	0.1519	0.0303										HN-S	0.759	NB	0.409	HP-D	0.353
(・̀‿・́)	HN-S	0.3334	3	NB	97	0.0573	0.9173	False	97	True	0.1369	0.0665	0.0795	0.093	0.0313	0.3334	0.0477	0.1597	0.052	0.1031	0.1031	0.1134	0.0619	0.1237	0.1134	0.0722	0.1959	0.1134	HN-S	0.951	NB	0.365	HP-D	0.344
(・̀‿・́;)	HN-S	0.4309	3		0				0	False	0.0466	0.0181	0.0609	0.0393	0.0484	0.4309	0.0878	0.1351	0.1328										HN-S	0.994	NB	0.32	HB	0.314
(・̀⌄・́)	HN-S	0.346	3		0				0	False	0.1026	0.073	0.1154	0.0955	0.028	0.346	0.0584	0.1124	0.0687										HN-S	0.948	NB	0.227	LP	0.245
(・̀⌓・́)	HN-S	0.4376	3		0				1	False	0.0243	0.0144	0.044	0.0276	0.1305	0.4376	0.1039	0.1144	0.1032										HN-S	0.959	NB	0.285	HN-D	0.318
(・̀ㅁ・́)	HN-S	0.4019	3		0				2	False	0.037	0.0229	0.0389	0.03	0.1258	0.4019	0.064	0.1661	0.1134										HN-S	0.947	NB	0.361	HN-D	0.302
(・̀ㅁ・́;)	HN-S	0.3921	3		0				0	False	0.0197	0.0116	0.0403	0.0206	0.0742	0.3921	0.0822	0.1483	0.2108										HN-S	0.659	NB	0.386	HN-S	0.459
(・̀ㅂ・́)	HN-S	0.3019	3		0				0	False	0.1047	0.0328	0.0401	0.0519	0.1938	0.3019	0.0637	0.1385	0.0725										HN-S	0.788	NB	0.312	HN-D	0.35
(・́ω・̀)	NB	0.5222	3		0				0	False	0.0204	0.0133	0.0602	0.0339	0.0696	0.0905	0.1074	0.5222	0.0825										NB	0.874	NB	0.577	LN	0.262
(・́‸・̀)	HN-S	0.3793	3		0				0	False	0.0189	0.0109	0.0615	0.0355	0.0705	0.3793	0.1637	0.1653	0.0944										HN-S	0.981	NB	0.366	LN	0.357
(・́⌓・̀)	HN-S	0.3841	3		0				0	False	0.0117	0.007	0.0572	0.024	0.0489	0.3841	0.2547	0.1522	0.0602										HN-S	0.993	NB	0.413	LN	0.652
(・́︵・̀)	HN-S	0.3558	3		0				0	False	0.0028	0.0124	0.0972	0.0498	0.0236	0.3558	0.3072	0.1239	0.0272										HN-S	0.94	NB	0.372	LN	0.818
(・́︿・̀)	HN-S	0.3861	3		0				1	True	0.0094	0.0085	0.0624	0.0111	0.0228	0.3861	0.2869	0.1682	0.0446										HN-S	0.991	NB	0.462	LN	0.726
(・̅_・̅)	HN-S	0.3699	3		0				0	False	0.0299	0.0079	0.0556	0.0242	0.0634	0.3699	0.1024	0.2551	0.0916										HN-S	0.987	NB	0.398	NB	0.367
(・ε・)	HN-S	0.2457	3		0				0	False	0.0462	0.0232	0.1033	0.0476	0.0943	0.2457	0.0712	0.2252	0.1433										HN-S	0.697	NB	0.478	HN-D	0.235
(・ω<)	NB	0.3312	3		0				0	False	0.2721	0.1026	0.1496	0.0755	0.0049	0.0141	0.0219	0.3312	0.0282										NB	0.573	NB	0.398	HP-D	0.378
(・ω・)	NB	0.5972	3	NB	31	0.1107	0.8403	True	31	True	0.0434	0.0442	0.1422	0.0819	0.0045	0.0104	0.0201	0.5972	0.0561	0.0645	0.0	0.0323	0.0	0.0	0.0	0.0	0.9032	0.0	NB	0.94	NB	0.441	NB	0.411
(・ω・;)	HN-S	0.3525	3		0				1	False	0.0428	0.0218	0.0619	0.0462	0.0158	0.3525	0.0667	0.178	0.2143										HN-S	0.79	NB	0.345	HB	0.324
(・ω・?)	HB	0.5128	3		0				1	True	0.0333	0.0204	0.0951	0.0433	0.0069	0.0156	0.036	0.2365	0.5128										HB	0.998	NB	0.442	HB	0.464
(・ω・`)	HN-S	0.3065	3		0				1	False	0.0361	0.0325	0.0924	0.0533	0.0121	0.3065	0.116	0.1969	0.1541										HN-S	0.803	NB	0.38	LN	0.237
(・ω・`)ゝo☆	HP-S	0.4346	3		0				1	False	0.0463	0.4346	0.1282	0.094	0.0104	0.0163	0.0463	0.1715	0.0525										HP-S	1.0	NB	0.351	LP	0.224
(・ω・´)	NB	0.2646	3		0				0	False	0.0946	0.0505	0.1268	0.0905	0.0291	0.2401	0.0291	0.2646	0.0747										HN-S	0.684	NB	0.379	NB	0.294
(・ω・ﾉ	NB	0.3923	3		0				0	False	0.06	0.0723	0.165	0.0828	0.0041	0.1512	0.0167	0.3923	0.0557										NB	0.479	NB	0.466	NB	0.232
(・ө・)	HN-S	0.282	3	NB	5	0.3613	0.4788	False	5	False	0.0425	0.0438	0.155	0.0744	0.0071	0.282	0.0356	0.2743	0.0853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	HN-S	0.817	NB	0.432	NB	0.287
(・᷄⌓・᷅)	HN-S	0.4178	3		0				1	False	0.0107	0.0873	0.0238	0.0415	0.0656	0.4178	0.2021	0.0823	0.069										HN-S	0.93	HP-S	0.262	LN	0.484
(・―・)	HB	0.3881	3		0				1	True	0.019	0.0196	0.0921	0.0352	0.0161	0.0488	0.0806	0.3007	0.3881										HB	0.891	NB	0.482	NB	0.396
(・‾‿‾・)	NB	0.4163	3		0				0	False	0.1038	0.0723	0.1474	0.1081	0.0233	0.0219	0.0887	0.4163	0.0183										NB	0.99	LN	0.262	LP	0.295
(・‿・)	NB	0.5338	3	NP	57	0.105	0.8485	False	57	True	0.0392	0.0575	0.1771	0.1023	0.0068	0.0102	0.0403	0.5338	0.0328	0.0351	0.0	0.1579	0.4211	0.0	0.0	0.0	0.3333	0.0526	NB	0.986	NB	0.37	LP	0.335
(・∀・(・∀・(・∀・)	HB	0.311	3		0				1	False	0.1268	0.1165	0.1772	0.0755	0.0043	0.0297	0.0175	0.1416	0.311										HB	0.876	LP	0.361	HP-D	0.319
(・∀・)	NB	0.5097	3	NB	22	0.1603	0.7688	True	22	True	0.1158	0.103	0.1236	0.0916	0.0039	0.0058	0.0163	0.5097	0.0302	0.0909	0.0	0.0	0.0	0.0	0.0455	0.0	0.8636	0.0	NB	0.973	NB	0.454	HP-D	0.285
(・∀・;)	HB	0.3005	3		0				0	False	0.0684	0.029	0.0411	0.0458	0.0188	0.2682	0.0566	0.1715	0.3005										HN-S	0.509	NB	0.366	HB	0.324
(・⌄・)	NB	0.5161	3		0				1	False	0.0503	0.0428	0.173	0.1082	0.0079	0.0164	0.0428	0.5161	0.0426										NB	0.995	NB	0.333	LP	0.352
(・▽・)	NB	0.4288	3		0				1	False	0.062	0.0849	0.1621	0.098	0.0039	0.0078	0.0325	0.4288	0.1201										NB	0.736	NB	0.423	LP	0.298
(・⩊・)	NB	0.4829	3		0				0	False	0.052	0.0719	0.1972	0.096	0.0031	0.0424	0.0256	0.4829	0.029										NB	0.806	NB	0.47	LP	0.327
(・へ・)	HN-S	0.309	3		0				0	False	0.021	0.0107	0.0734	0.0292	0.1221	0.309	0.0957	0.2015	0.1375										HN-S	0.845	NB	0.407	HN-D	0.311
(・・;)	HB	0.3916	3		0				0	False	0.0222	0.0123	0.0535	0.0379	0.0275	0.2527	0.0752	0.127	0.3916										HB	0.755	NB	0.265	HN-S	0.434
(・・;ノ)	HN-S	0.4625	3		0				1	False	0.0208	0.0107	0.0349	0.0324	0.048	0.4625	0.0917	0.1013	0.1976										HN-S	0.822	LN	0.215	HN-S	0.431
(・︵・)	LN	0.2612	3		0				0	False	0.0058	0.0363	0.1246	0.0179	0.1614	0.1608	0.2612	0.1857	0.0462										HN-D	0.442	NB	0.434	LN	0.697
(・﹏・)	HN-S	0.4223	3		0				0	False	0.0215	0.02	0.0761	0.0304	0.0191	0.4223	0.1381	0.1826	0.0899										HN-S	0.98	NB	0.402	LN	0.32
(・ｪ・)	NB	0.2818	3		0				0	False	0.0329	0.0437	0.1042	0.0612	0.0323	0.2485	0.0337	0.2818	0.1617										HN-S	0.703	NB	0.382	NB	0.457
(ーー;)	HB	0.2801	3		0				0	False	0.0386	0.0107	0.0253	0.0416	0.1908	0.1396	0.1499	0.1235	0.2801										HB	0.434	LN	0.227	HB	0.266
