first_word	n_prompts_HP-D	n_prompts_HP-S	n_prompts_LP	n_prompts_NP	n_prompts_HN-D	n_prompts_HN-S	n_prompts_LN	n_prompts_NB	n_prompts_HB	mean_log_prob_HP-D	mean_log_prob_HP-S	mean_log_prob_LP	mean_log_prob_NP	mean_log_prob_HN-D	mean_log_prob_HN-S	mean_log_prob_LN	mean_log_prob_NB	mean_log_prob_HB	softmax_HP-D	softmax_HP-S	softmax_LP	softmax_NP	softmax_HN-D	softmax_HN-S	softmax_LN	softmax_NB	softmax_HB	predicted_quadrant	max_softmax	n_face_tokens	is_claude	total_emit_count	empirical_majority_quadrant	total_emit_HP-D	total_emit_HP-S	total_emit_LP	total_emit_NP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	total_emit_HB	argmax_matches_empirical
(>▽<)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	1	HP-D	1	0	0	0	0	0	0	0	0	False
(>﹏<)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-1.8971223182009371	-1.7148018725113032	-1.1394401581527478	-2.5257251443458797	-3.9119820066376043	-13.815519557923775	0.050001	0.08	0.12	0.15	0.179999	0.319998	0.08	0.020001	1e-06	HN-S	0.319998	1	True	29	HN-S	0	1	0	1	4	16	7	0	0	True
(>﹏<｡)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.8971223182009371	-2.1202642028609797	-2.5257251443458797	-1.0498282673194026	-2.1202642028609797	-3.5065335645016917	-3.9119820066376043	0.050001	0.08	0.15	0.12	0.08	0.349998	0.12	0.030001	0.020001	HN-S	0.349998	1	False	6	HN-S	0	0	0	0	0	6	0	0	0	True
(O.O)	0	0	0	0	0	0	0	0	0	-3.0445110093152574	-2.3513738286053143	-1.9459120538027057	-1.6582316480078692	-3.0445110093152574	-1.9459120538027057	-3.0445110093152574	-1.9459120538027057	-1.9459120538027057	0.04762	0.095238	0.142857	0.190476	0.04762	0.142857	0.04762	0.142857	0.142857	NP	0.190476	1	False	2	HB	0	0	0	0	0	0	0	0	2	False
(OO;ν)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-1.0498282673194026	-1.3862993610873908	-1.8971223182009371	-3.9119820066376043	-3.5065335645016917	-3.9119820066376043	-3.9119820066376043	-4.605079190947258	0.15	0.349998	0.249999	0.15	0.020001	0.030001	0.020001	0.020001	0.010001	HP-S	0.349998	1	False	1	HP-D	1	0	0	0	0	0	0	0	0	False
(O_O)	0	0	0	0	0	0	0	0	0	-3.2188630250422783	-2.1202640695297266	-3.2188630250422783	-2.525725844332335	-3.2188630250422783	-1.4271202222864483	-3.2188630250422783	-2.1202640695297266	-1.2729700186481923	0.040001	0.12	0.040001	0.08	0.040001	0.239999	0.040001	0.12	0.279999	HB	0.279999	1	False	8	HB	0	0	0	0	0	1	0	0	7	True
(OwO)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	1	HP-S	0	1	0	0	0	0	0	0	0	True
(T-T)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.8971223182009371	-2.1202642028609797	-1.3862993610873908	-1.2729711043501937	-2.9957212737134884	-3.9119820066376043	-13.815519557923775	0.050001	0.08	0.15	0.12	0.249999	0.279998	0.050001	0.020001	1e-06	HN-S	0.279998	1	False	10	LN	0	0	0	0	0	1	7	0	2	False
(TT)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.8971223182009371	-1.3862993610873908	-3.9119820066376043	-1.8971223182009371	-1.6094419124061006	-2.5257251443458797	-3.9119820066376043	0.050001	0.08	0.15	0.249999	0.020001	0.15	0.199999	0.08	0.020001	NP	0.249999	1	False	2	NP	0	0	0	2	0	0	0	0	0	True
(T^T)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-1.8971223182009371	-2.5257251443458797	-1.0498282673194026	-2.1202642028609797	-3.5065335645016917	-3.9119820066376043	0.050001	0.08	0.12	0.15	0.08	0.349998	0.12	0.030001	0.020001	HN-S	0.349998	1	False	2	HP-S	0	1	0	1	0	0	0	0	0	False
(T_T)	0	0	0	0	0	0	0	0	0	-3.9119820066376043	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-1.8971223182009371	-0.7339760917085375	-2.5257251443458797	-3.9119820066376043	-13.815519557923775	0.020001	0.050001	0.08	0.12	0.15	0.479997	0.08	0.020001	1e-06	HN-S	0.479997	1	False	21	LN	0	0	0	0	1	2	18	0	0	False
(T▽T)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-1.8971223182009371	-2.5257251443458797	-1.0498282673194026	-2.1202642028609797	-3.5065335645016917	-3.9119820066376043	0.050001	0.08	0.12	0.15	0.08	0.349998	0.12	0.030001	0.020001	HN-S	0.349998	1	False	2	HP-S	0	2	0	0	0	0	0	0	0	False
(^	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-1.3862993610873908	-1.0498282673194026	-1.8971223182009371	-3.9119820066376043	-3.9119820066376043	-4.605079190947258	-3.5065335645016917	-3.9119820066376043	0.15	0.249999	0.349998	0.15	0.020001	0.020001	0.010001	0.030001	0.020001	LP	0.349998	1	False	0		0	0	0	0	0	0	0	0	0	False
(^-^)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	48	LP	1	0	17	6	1	0	4	16	3	False
(^.^)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	2	LP	0	0	1	0	0	0	0	1	0	False
(^^)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	3	LP	0	0	2	1	0	0	0	0	0	False
(^_-)	0	0	0	0	0	0	0	0	0	-0.28768973907883666	-1.8971223182009371	-2.9957212737134884	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-4.605079190947258	0.749994	0.15	0.050001	0.020001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-D	0.749994	1	False	2	NP	0	0	0	2	0	0	0	0	0	False
(^_^)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	72	NB	1	7	8	24	0	0	0	31	1	False
(^_^;)	0	0	0	0	0	0	0	0	0	-1.9363426852034276	-1.4255197280898815	-1.0890486343218932	-1.9363426852034276	-3.951202373640095	-3.034941640715979	-3.951202373640095	-3.545753931504182	-3.951202373640095	0.14423	0.240383	0.336537	0.14423	0.019232	0.048077	0.019232	0.028847	0.019232	LP	0.336537	1	False	6	HB	1	0	0	0	0	0	0	2	3	False
(^_~)	0	0	0	0	0	0	0	0	0	-0.4307903775915995	-1.6094419124061006	-2.52572514434588	-3.218859825140196	-4.605079190947259	-13.815519557923775	-13.815519557923775	-4.605079190947259	-4.605079190947259	0.649995	0.199999	0.08	0.040001	0.010001	1e-06	1e-06	0.010001	0.010001	HP-D	0.649995	1	False	1	HP-S	0	1	0	0	0	0	0	0	0	False
(^_−)	0	0	0	0	0	0	0	0	0	-0.4307903775915995	-1.8971223182009371	-2.3025840930035457	-2.995721273713489	-3.9119820066376048	-4.605079190947259	-4.605079190947259	-4.605079190947259	-13.815519557923775	0.649995	0.15	0.1	0.050001	0.020001	0.010001	0.010001	0.010001	1e-06	HP-D	0.649995	1	False	4	NB	0	0	1	1	0	0	0	2	0	False
(^o^)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	True	12	HP-S	1	6	0	4	0	0	0	1	0	True
(^ω^)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	True	2	HP-S	0	2	0	0	0	0	0	0	0	True
(^ω^*	0	0	0	0	0	0	0	0	0	-0.4307903775915993	-1.3862993610873908	-2.9957212737134884	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-4.605079190947258	0.649995	0.249999	0.050001	0.020001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-D	0.649995	1	False	1	HP-D	1	0	0	0	0	0	0	0	0	True
(^‿^)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	True	19	LP	0	2	10	4	0	0	0	3	0	False
(^▽^)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	True	34	NP	4	6	2	11	0	0	0	9	2	False
(^・ω・^)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.5978441825349555	-1.6094419124061006	-2.52572514434588	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-13.815519557923775	0.15	0.549996	0.199999	0.08	1e-06	1e-06	1e-06	0.020001	1e-06	HP-S	0.549996	1	False	4	NP	0	0	1	3	0	0	0	0	0	False
(^・・)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-1.3862993610873908	-1.0498282673194026	-1.8971223182009371	-3.9119820066376043	-3.9119820066376043	-3.9119820066376043	-3.5065335645016917	-4.605079190947258	0.15	0.249999	0.349998	0.15	0.020001	0.020001	0.020001	0.030001	0.010001	LP	0.349998	1	False	1	NP	0	0	0	1	0	0	0	0	0	False
(__)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.0498282673194026	-1.3862993610873908	-3.9119820066376043	-3.5065335645016917	-2.5257251443458797	-2.1202642028609797	-3.9119820066376043	0.050001	0.08	0.349998	0.249999	0.020001	0.030001	0.08	0.12	0.020001	LP	0.349998	1	False	1	LN	0	0	0	0	0	0	1	0	0	False
(`_´)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.8971223182009371	-1.3862993610873908	-1.8971223182009371	-2.1202642028609797	-2.1202642028609797	-2.813403050191757	-3.9119820066376043	0.050001	0.08	0.15	0.249999	0.15	0.12	0.12	0.06	0.020001	NP	0.249999	1	False	0		0	0	0	0	0	0	0	0	0	False
(`ε´)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.8971223182009371	-1.0498282673194026	-2.1202642028609797	-1.8971223182009371	-2.9957212737134884	-3.5065335645016917	-3.9119820066376043	0.050001	0.08	0.15	0.349998	0.12	0.15	0.050001	0.030001	0.020001	NP	0.349998	1	True	1	HN-D	0	0	0	0	1	0	0	0	0	False
(`д´)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-1.8971223182009371	-1.0498282673194026	-1.7148018725113032	-2.9957212737134884	-3.9119820066376043	-13.815519557923775	0.050001	0.08	0.12	0.15	0.349998	0.179999	0.050001	0.020001	1e-06	HN-D	0.349998	1	False	2	HN-D	0	0	0	0	1	0	0	0	1	True
(`⇂´)	0	0	0	0	0	0	0	0	0	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-2.995721273713489	-3.9119820066376048	-3.9119820066376048	-4.605079190947259	-3.506533564501692	-3.9119820066376048	0.649995	0.15	0.050001	0.050001	0.020001	0.020001	0.010001	0.030001	0.020001	HP-D	0.649995	1	False	1	NP	0	0	0	1	0	0	0	0	0	False
(`⇧´)	0	0	0	0	0	0	0	0	0	-0.4307903775915995	-1.6094419124061006	-2.995721273713489	-3.506533564501692	-3.9119820066376048	-4.605079190947259	-4.605079190947259	-3.9119820066376048	-4.605079190947259	0.649995	0.199999	0.050001	0.030001	0.020001	0.010001	0.010001	0.020001	0.010001	HP-D	0.649995	1	False	2	HP-S	0	2	0	0	0	0	0	0	0	False
(`∀´)	0	0	0	0	0	0	0	0	0	-0.3285116780436118	-1.8971223182009371	-2.9957212737134884	-3.5065335645016917	-3.9119820066376043	-4.605079190947258	-4.605079190947258	-4.605079190947258	-13.815519557923775	0.719995	0.15	0.050001	0.030001	0.020001	0.010001	0.010001	0.010001	1e-06	HP-D	0.719995	1	False	0		0	0	0	0	0	0	0	0	0	False
(`⊿´)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-2.9957212737134884	-2.3025840930035453	-1.8971223182009371	-1.3862993610873908	-1.6094419124061006	-2.9957212737134884	-3.5065335645016917	-3.9119820066376043	0.15	0.050001	0.1	0.15	0.249999	0.199999	0.050001	0.030001	0.020001	HN-D	0.249999	1	False	1	NP	0	0	0	1	0	0	0	0	0	False
(`⌒´)	0	0	0	0	0	0	0	0	0	-0.4307903775915995	-1.6094419124061006	-2.3025840930035457	-3.9119820066376048	-4.605079190947259	-4.605079190947259	-4.605079190947259	-13.815519557923775	-13.815519557923775	0.649995	0.199999	0.1	0.020001	0.010001	0.010001	0.010001	1e-06	1e-06	HP-D	0.649995	1	False	7	HP-S	0	6	0	0	0	0	0	0	1	False
(`⌒´メ)	0	0	0	0	0	0	0	0	0	-0.3285116780436118	-1.8971223182009371	-3.9119820066376043	-3.5065335645016917	-2.9957212737134884	-4.605079190947258	-4.605079190947258	-4.605079190947258	-13.815519557923775	0.719995	0.15	0.020001	0.030001	0.050001	0.010001	0.010001	0.010001	1e-06	HP-D	0.719995	1	False	5	HP-S	0	3	0	2	0	0	0	0	0	False
(`◇´)	0	0	0	0	0	0	0	0	0	-0.4307903775915995	-1.8971223182009371	-2.3025840930035457	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.506533564501692	-3.9119820066376048	0.649995	0.15	0.1	0.050001	1e-06	1e-06	1e-06	0.030001	0.020001	HP-D	0.649995	1	False	1	NB	0	0	0	0	0	0	0	1	0	False
(`へ´)	0	0	0	0	0	0	0	0	0	-0.2876897390788368	-2.3025840930035457	-2.995721273713489	-2.995721273713489	-3.9119820066376048	-4.605079190947259	-4.605079190947259	-4.605079190947259	-13.815519557923775	0.749994	0.1	0.050001	0.050001	0.020001	0.010001	0.010001	0.010001	1e-06	HP-D	0.749994	1	False	0		0	0	0	0	0	0	0	0	0	False
(`・ω・´)	0	0	0	0	0	0	0	0	0	-0.4307903775915995	-1.8971223182009371	-2.3025840930035457	-2.995721273713489	-3.9119820066376048	-4.605079190947259	-4.605079190947259	-4.605079190947259	-13.815519557923775	0.649995	0.15	0.1	0.050001	0.020001	0.010001	0.010001	0.010001	1e-06	HP-D	0.649995	1	True	2	LN	0	0	0	0	0	0	1	1	0	False
(`・∀・´)	0	0	0	0	0	0	0	0	0	-0.28768973907883666	-1.8971223182009371	-2.9957212737134884	-3.9119820066376043	-4.605079190947258	-13.815519557923775	-13.815519557923775	-4.605079190947258	-4.605079190947258	0.749994	0.15	0.050001	0.020001	0.010001	1e-06	1e-06	0.010001	0.010001	HP-D	0.749994	1	False	0		0	0	0	0	0	0	0	0	0	False
(o>ω<o)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-3.9119820066376048	-13.815519557923775	-4.605079190947259	-13.815519557923775	0.15	0.649995	0.12	0.050001	1e-06	0.020001	1e-06	0.010001	1e-06	HP-S	0.649995	1	False	1	HP-S	0	1	0	0	0	0	0	0	0	True
(o^.^o)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	1	NP	0	0	0	1	0	0	0	0	0	False
(o^^o)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	12	NB	1	1	3	0	0	0	0	7	0	False
(o^_^o)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-1.8971223182009371	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.15	0.649995	0.15	0.050001	1e-06	1e-06	1e-06	1e-06	1e-06	HP-S	0.649995	1	False	8	NB	1	0	1	1	0	0	0	5	0	False
(o^▽^o)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	3	HP-S	0	1	0	1	0	0	0	1	0	True
(o_O)	0	0	0	0	0	0	0	0	0	-3.3321909389259665	-2.639053758216024	-3.3321909389259665	-2.639053758216024	-3.3321909389259665	-2.2335919834134152	-3.3321909389259665	-1.722769026299869	-0.8473026222726913	0.035715	0.071429	0.035715	0.071429	0.035715	0.107143	0.035715	0.178571	0.428569	HB	0.428569	1	False	2	HB	0	0	0	0	0	0	0	0	2	True
(o__o)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-1.8971223182009371	-2.5257251443458797	-1.3862993610873908	-2.1202642028609797	-2.3025840930035453	-2.9957212737134884	0.050001	0.08	0.12	0.15	0.08	0.249999	0.12	0.1	0.050001	HN-S	0.249999	1	False	1	NB	0	0	0	0	0	0	0	1	0	False
(o_o)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-1.8971223182009371	-2.9957212737134884	-1.8971223182009371	-2.5257251443458797	-1.5141321871450608	-2.3025840930035453	0.050001	0.08	0.12	0.15	0.050001	0.15	0.08	0.219999	0.1	NB	0.219999	1	False	41	NB	3	0	0	2	0	0	4	22	10	True
(o°ω°o)	0	0	0	0	0	0	0	0	0	-2.995721273713489	-0.4307903775915995	-1.8971223182009371	-2.3025840930035457	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.506533564501692	-3.9119820066376048	0.050001	0.649995	0.15	0.1	1e-06	1e-06	1e-06	0.030001	0.020001	HP-S	0.649995	1	False	1	HP-S	0	1	0	0	0	0	0	0	0	True
(~^▽^)~	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-0.4307903775915995	-2.12026420286098	-2.995721273713489	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376048	-4.605079190947259	0.15	0.649995	0.12	0.050001	1e-06	1e-06	1e-06	0.020001	0.010001	HP-S	0.649995	1	False	1	LP	0	0	1	0	0	0	0	0	0	False
( *▽)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-1.0498282673194026	-0.7985144739575187	-2.1202642028609797	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-4.605079190947258	0.050001	0.349998	0.449997	0.12	1e-06	1e-06	1e-06	0.020001	0.010001	LP	0.449997	1	False	1	LP	0	0	1	0	0	0	0	0	0	True
(¬_¬)	0	0	0	0	0	0	0	0	0	-0.4307903775915995	-2.995721273713489	-2.995721273713489	-2.995721273713489	-1.8971223182009371	-3.9119820066376048	-3.9119820066376048	-4.605079190947259	-13.815519557923775	0.649995	0.050001	0.050001	0.050001	0.15	0.020001	0.020001	0.010001	1e-06	HP-D	0.649995	1	True	105	HB	23	0	0	0	9	0	1	5	67	False
(¬_¬;)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-3.9119820066376043	-2.5257251443458797	-1.8971223182009371	-1.0498282673194026	-1.7148018725113032	-2.1202642028609797	-3.5065335645016917	-3.9119820066376043	0.050001	0.020001	0.08	0.15	0.349998	0.179999	0.12	0.030001	0.020001	HN-D	0.349998	1	False	0		0	0	0	0	0	0	0	0	0	False
(¬‿¬)	0	0	0	0	0	0	0	0	0	-0.28768973907883666	-1.8971223182009371	-2.9957212737134884	-3.9119820066376043	-4.605079190947258	-13.815519557923775	-13.815519557923775	-4.605079190947258	-4.605079190947258	0.749994	0.15	0.050001	0.020001	0.010001	1e-06	1e-06	0.010001	0.010001	HP-D	0.749994	1	True	73	HP-D	40	0	0	1	1	1	3	17	10	True
(¬､¬)	0	0	0	0	0	0	0	0	0	-0.2876897390788368	-2.995721273713489	-3.9119820066376048	-3.506533564501692	-2.3025840930035457	-3.9119820066376048	-4.605079190947259	-3.9119820066376048	-13.815519557923775	0.749994	0.050001	0.020001	0.030001	0.1	0.020001	0.010001	0.020001	1e-06	HP-D	0.749994	1	False	0		0	0	0	0	0	0	0	0	0	False
(¯_¯)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-3.9119820066376043	-2.5257251443458797	-2.1202642028609797	-1.8971223182009371	-2.5257251443458797	-1.3862993610873908	-1.6094419124061006	-2.9957212737134884	0.050001	0.020001	0.08	0.12	0.15	0.08	0.249999	0.199999	0.050001	LN	0.249999	1	False	1	HN-S	0	0	0	0	0	1	0	0	0	False
(¯`·._.·(¯)___)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-2.9957212737134884	-1.0498282673194026	-1.3862993610873908	-2.9957212737134884	-2.9957212737134884	-2.5257251443458797	-3.9119820066376043	-13.815519557923775	0.15	0.050001	0.349998	0.249999	0.050001	0.050001	0.08	0.020001	1e-06	LP	0.349998	1	False	1	NB	0	0	0	0	0	0	0	1	0	False
(¯`·._.·[=¯`·._.	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-2.5257251443458797	-2.1202642028609797	-2.3025840930035453	-1.3862993610873908	-1.7148018725113032	-2.5257251443458797	-3.9119820066376043	-3.9119820066376043	0.15	0.08	0.12	0.1	0.249999	0.179999	0.08	0.020001	0.020001	HN-D	0.249999	1	False	1	NP	0	0	0	1	0	0	0	0	0	False
(¯`・.¸)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-4.605079190947258	-4.605079190947258	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.010001	0.010001	1e-06	1e-06	LP	0.719995	1	False	3	NP	0	1	0	2	0	0	0	0	0	False
(¯`・.｡)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.020001	1e-06	1e-06	1e-06	LP	0.719995	1	False	1	HP-S	0	1	0	0	0	0	0	0	0	False
(¯³¯)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-4.605079190947258	-4.605079190947258	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.010001	0.010001	1e-06	1e-06	LP	0.719995	1	True	1	LP	0	0	1	0	0	0	0	0	0	True
(¯―¯٥)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-4.605079190947258	-4.605079190947258	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.010001	0.010001	1e-06	1e-06	LP	0.719995	1	True	1	NB	0	0	0	0	0	0	0	1	0	False
(¯‿¯)	0	0	0	0	0	0	0	0	0	-1.8971223182009371	-1.3862993610873908	-0.7985144739575187	-2.1202642028609797	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-4.605079190947258	0.15	0.249999	0.449997	0.12	1e-06	1e-06	1e-06	0.020001	0.010001	LP	0.449997	1	True	1	LP	0	0	1	0	0	0	0	0	0	True
(¯□¯)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-2.1202642028609797	-1.8971223182009371	-1.3862993610873908	-1.7148018725113032	-2.1202642028609797	-3.218859825140196	-4.605079190947258	0.050001	0.08	0.12	0.15	0.249999	0.179999	0.12	0.040001	0.010001	HN-D	0.249999	1	False	1	NP	0	0	0	1	0	0	0	0	0	False
(¯▽¯)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-1.0498282673194026	-0.7985144739575187	-2.1202642028609797	-13.815519557923775	-13.815519557923775	-13.815519557923775	-3.9119820066376043	-4.605079190947258	0.050001	0.349998	0.449997	0.12	1e-06	1e-06	1e-06	0.020001	0.010001	LP	0.449997	1	False	1	HP-S	0	1	0	0	0	0	0	0	0	False
(¯︵¯)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-1.8971223182009371	-2.1202642028609797	-2.5257251443458797	-1.8971223182009371	-1.2729711043501937	-2.659254751280032	-3.9119820066376043	0.050001	0.08	0.15	0.12	0.08	0.15	0.279998	0.07	0.020001	LN	0.279998	1	False	1	LN	0	0	0	0	0	0	1	0	0	True
(¯︿¯)	0	0	0	0	0	0	0	0	0	-3.9119820066376043	-3.5065335645016917	-1.8971223182009371	-2.5257251443458797	-2.9957212737134884	-2.1202642028609797	-0.7339760917085375	-2.9957212737134884	-3.9119820066376043	0.020001	0.030001	0.15	0.08	0.050001	0.12	0.479997	0.050001	0.020001	LN	0.479997	1	False	3	LN	0	0	0	0	0	0	3	0	0	True
(¯﹃¯)	0	0	0	0	0	0	0	0	0	-2.9957212737134884	-2.5257251443458797	-0.3285116780436118	-2.1202642028609797	-4.605079190947258	-3.9119820066376043	-13.815519557923775	-13.815519557923775	-13.815519557923775	0.050001	0.08	0.719995	0.12	0.010001	0.020001	1e-06	1e-06	1e-06	LP	0.719995	1	True	1	LP	0	0	1	0	0	0	0	0	0	True
